sentence1,sentence2,label
"原来我也拥有那么多","原来我也拥有到这么多",1
"有什么好看赛车电影","有什么好看的赛车类电影",1
"女生帅气的短发","女生想剪帅气的短发",1
"钥匙丢了怎么开锁","没钥匙怎么开锁",1
"哪里有卖玻璃纸的？","哪里有卖玻璃纸",1
"淘宝未发货申请退款卖家还能发货么","淘宝上卖家发货了没收直接退回能申请退款吗",0
"林冲屬什么生肖","林冲是指什么生肖？",0
"怕冷是怎么回事？","脚后跟很疼，怎么回事啊？",0
"她叫什么名字，有谁知道","有一首英文串烧歌，叫什么名？",0
"罗志祥的女友是谁吗？","罗志祥现任的女朋友是谁",1
"图片…动漫酷帅男生的。","动漫男生图片，酷帅的哦",1
"火车票验了票还能改签吗","火车票改签可以改别人吗",1
"子宫附件左侧囊肿","子宫附件报告",0
"水上芭蕾又称为什么","水上芭蕾又称为什么？",1
"求卡通熊猫小图片","求卡通熊猫图片",1
"艾尔之光好玩吗","艾尔之光好玩吗？",1
"面膜什么的补水最好","用什么面膜补水最好",1
"女生什么短发型好看？","女生剪什么短发好看",1
"神将世界魔关凤怎么得？","神将世界关凤如何",0
"在哪里可以买到蜂蜡？","蜂蜡哪里买",1
"英雄联盟那个英雄最简单？","英雄联盟哪个英雄最性感",0
"请问这个图片是什么电影的？","请问这图片电影叫什么",1
"人生三大喜事？","人生四大喜事",0
"广东哪里好玩的景点","5.1珠海哪个景点好玩。",0
"手机用哪个视频播放器最好","手机哪个视频播放器最好用",1
"你怎么理解？","袭胸怎么理解",0
"怎样看五线谱？","怎么识五线谱",1
"胡彦斌唱功如何","胡彦斌唱功怎么样",1
"请问您的手机号是可用的吗？","请问您的手机号可用吗？",1
"在广州这是什么蛇？","这是广州哪里？",0
"目前大学生学什么专业好","大学生学什么专业好",1
"谁是至天使？","天使也会哭是谁的歌",0
"男宝宝剪什么样的发型好看","中短发烫什么发型好看…求图片",0
"辽宁有多少个地级市？","辽宁省有多少个乡镇？",0
"哪里能看匆匆那年电影？","电影匆匆那年有吻戏吗",0
"请问是12306的吗？","您好我是在线云小二15187请问有什么可以帮助您的吗？",0
"你教会我什么最重要","是你教会了我重要的一切，是你",0
"秋天养生吃什么好？","秋天到了吃什么最养生",0
"人死后有灵魂吗？","人死后有灵魂吗死后去那里呢",1
"梦幻西游卖号问题","梦幻西游买号问题",0
"谁有玩纪念碑谷这个怎么过","谁玩纪念碑谷，这个怎么过",1
"关于梦幻西游副本","梦幻西游副本",1
"吃叶酸有副作用吗？","叶酸吃多了有副作用吗",0
"尼古拉斯凯奇《鸟人》原声","尼古拉斯凯奇",0
"有什么能在家兼职的工作吗？","想找个可在家做的兼职工作",1
"我的手机为什么没声音？","为什么我的手机没声音了？",1
"如何取消支付宝实名认证？","如何取消支付宝实名认证",1
"有怀孕的姐妹用过爱美肌护肤品嘛？","瓷肌上有没有无瓷肌性的补水护肤品？推荐下",0
"梦幻西游渡劫有什么奖励。","梦幻西游，渡劫是什么",0
"于均波的儿子叫什么","和绅的儿子叫什么",0
"怎么用排山倒海造句？","用排山倒海怎么造句",1
"2013年初二上册的物理寒假作业答案（过程）","2010年八年级寒假作业的答案（物理）",0
"苌苌养的狗叫什么名字？","这狗叫什么名字？",0
"微博话题点赞怎么取消","新浪微博怎么参与话题",0
"如何防止自己的手机被监听和定位跟踪","如何防止手机号码被监听和定位跟踪",1
"电表怎么接线","电表怎样接线",1
"晚上喝醋能减肥吗？为什么？","晚上怎么睡可以减肥？",0
"我好看吗？真心话","她好看吗？真心话！",1
"求电影名和它的迅雷下载地址！","下载《梦幻西游传》手机版",0
"陌陌号站街是什么意思","好咯陌陌什么意思",0
"秋天用什么钓鲤鱼","秋天钓鲤鱼用什么耳",1
"如何调整好自己的心态？","调整自己心态的书",0
"求金在中图片。","求金在中图片！",1
"乌市在哪里换港币","人民币换港币哪里划算",0
"这个是什么牌子的吉他啊","这把吉他是什么牌子的？",1
"哪里学化妆啊？","哪里可以学化妆？",1
"女生脸小的适合什么发型","个高，脸小的女生适合什么发型？",1
"四维空间是什么","啥是四维空间",1
"萧九的小说合集谁有？可以下载的","谁有风流女儿国全集和萧九的亲妻txt,有的发我…",0
"植物大战僵尸冰雪版在呢","植物大战僵尸冰雪版",1
"求这俩人的动漫出处","求动漫出处！",0
"吃西餐怎么拿刀叉","西餐怎么拿刀叉",1
"暴走鞋在哪里买","暴走鞋哪里买",1
"眼线膏怎么用","眼线刷怎么用",0
"读书破万卷，下一句是什么？","读书破万卷的下一句是什么",1
"联系淘宝给您修改成普通账户","因为宝令现在已经下线了所以建议您先关闭宝令哦",0
"消费额度：根据您的网购综合情况，由蚂蚁微贷提供的用来网购的额度。","您好，消费额度：根据您的网购综合情况，由蚂蚁微贷提供的用来网购的额度。",1
"求这张林允儿的高清大图","求这张林允儿高清大图！",1
"是什么播放器。","这个是什么播放器？",1
"求一首情歌对唱！","求一首情歌对唱",1
"近义词巧妙()","多的近义词(要一个字的)",0
"这样的我算不算美女？","这样的算不算美女",1
"我长的像哪个明星","我长得像哪个明星？",1
"电影匆匆那年怎么样？","《匆匆那年》电影",1
"苹果手机用什么桌面软件好看","苹果手机用什么桌面好看",1
"女人生孩子，打一成语。","女人生孩子。打一成语。",1
"此女主播叫什么","这个女主播叫什么",1
"秦皇岛在哪里","秦皇岛哪里有买烟的",0
"什么车改装最好看？","什么车改装了最好看？",1
"有什么佛教歌曲，要好听的！","有什么好听的佛教歌曲？",1
"跟绵字形近的字有什么","杉的同音字形近字越多越好",0
"情人节女生应送什么礼物给男生","女生送男生什么情人节礼物比较好",1
"有安徽马鞍山的吗","有安徽马鞍山的人吗",1
"求古剑奇谭的TXT小说","求古剑奇谭剧情小说TXT",1
"您好，您可以查看一下您的余额宝的收支明细呢","辛苦您查询一下您的账户余额是否有多出10元或者小闹钟中是否有退款的记录",0
"赶集网怎么发布信息","在赶集网怎么发布信息",1
"怎样查询在工行贷款余额","怎么查询工行贷款余额？",1
"我适合什么样发型和刘海","适合我的刘海短发发型",0
"什么时候可以查询毕业证编号？","什么时候才能考科目二？",0
"舅舅管我叫什么？","你们猜我舅舅是谁",0
"油闷大虾的做法","油焖大虾的做法",1
"这配置能玩洛奇英雄传吗?","我这配置能玩洛奇英雄传吗？",1
"什么品牌的纯水机好","纯水机什么品牌好",1
"请问您有用新的身份信息注册过支付宝账户吗？","请问您的新的身份信息是注册过支付宝账户吗？",0
"什么的小河","小河像什么一样",0
"六年级上寒假新时空答案要全部","六年级寒假新时空答案",1
"请问这是什么漫画的？","请问这是什么漫画？",1
"江苏省徐州市大黄山属于哪个区？","江苏省昆山市千灯镇属于哪个区",0
"这个是什么汽车的标志？","是什么汽车标志",1
"我的世界附魔台怎么做？","我的世界附魔台有什么用？",0
"低下反义词是什么","低下的反义词是什么",1
"咋能天天飞车开挂了","天天飞车怎样开挂。",1
"我去年买了个表，是什么意思？","(我去年买了个表)是什么意思",1
"北京哪有卖民间工艺品的","北京鸽子工艺品哪有卖的",0
"《春宴》的作者是谁？","《赠刘景文》作者是谁？",0
"为什么会拉稀？","人为什么会拉稀",1
"怎样穿高跟鞋走路","穿上高跟鞋怎样走路",1
"把图片上的字换掉","微信头像带一的是什么",0
"张靓颖淘汰没","张靓颖被淘汰了",0
"现在投资什么最赚钱","现在什么摆地摊最赚钱",0
"高中物理竞赛该看些什么书呀","高二物理竞赛书哪种更好？",0
"什么东西好吃","你吃过最好吃的是什么东西啊？",1
"中国好声音黄渤什么时候播出","黄渤中国好声音什么时候播出",1
"用身份证号码能查到手机号码吗？","怎么查我自己身份证办的手机卡",0
"枸杞采摘机哪里有卖","哪里买枸杞采摘器",1
"孕妇烂脚丫用什么药最好","烂脚丫缝用什么药最好",0
"罐头打不开，怎么整？","罐头打不开怎么破？",1
"乌龟眼睛很肿怎么办？","乌龟眼睛睁不开怎么办？",0
"手机版我的世界中的种子怎么用","手机版我的世界种子",1
"阐幽系列的护肤品怎么样","阐幽护肤品怎么样，有谁用过说说",1
"谷歌地图怎么下载","怎么下载谷歌地图？急求！",1
"浙江省农村信用社联合社","江苏省农村信用社联合社",0
"小黑金鱼为什么不吃食物啊？","养金鱼喂什么食物",0
"莫等闲的下一句是什么","莫等闲下一句是什么",1
"好听的英文歌推荐","谁来推荐个好听的铃声",0
"怀孕可以擦化妆品吗","怀孕的人还可以用化妆品吗？",1
"肾炎可以吃梨吗","我这是肾炎吗？",0
"一个狼一个兔疯狂猜成语","看图猜成语与风和月有关",0
"求一部穿越小说","想找一部穿越小说",1
"周公解梦梦见从银行卡取了许多钱","周公解梦梦见银行卡断了",0
"现在什么职业好？","现在做什么职业好",1
"齐天大圣孙悟空是什么生肖","什么生肖齐天大圣孙悟空",1
"春晚赵本山还会上吗？","赵本山会上春晚吗？",1
"怎样才可以让自己的胸变大。","怎么使胸变大",1
"惬意的意思是什么","惬意是什么意思啊",1
"喝什么茶排毒","吃什么可以去火排毒？",0
"感冒喝蜂蜜水好吗","感冒了能喝蜂蜜水吗？",1
"闭合导线坐标计算表","闭合导线坐标计算",1
"我们不是相爱吗简谱要全部的？","我们不是相爱吗的简谱",1
"在北京好找工作吗","北京工作好找吗？",1
"支付宝支付密码手机怎么找回","手机上怎么找回支付宝的支付密码",1
"怎样快速记住英语单词…","怎样快速的记住英语单词？",1
"淘宝兼职能做吗","平板电脑可以做网上兼职吗",0
"液体钙怎么吃？","液体钙片怎么吃呀，皮那么硬？",1
"请问这部电影叫什么？","请问这部是什么电影",1
"这是什么水果","这是什么水果，怎么吃",1
"核桃有什么好处","玩核桃有什么好处？",0
"上海哪里买东西便宜啊?","去上海买什么比较便宜？",0
"谢谢你对我的好","谢谢你帮我写",0
"求豆花文！","求帝王受生子文合集！",0
"我这边也是会记录反馈一下的，很抱歉给您添麻烦了，","很抱歉给您添麻烦了，我这边也是会给您记录反馈的。",1
"采妮诗面膜怎么样","采妮诗面膜怎么样？",1
"现在什么手机好用","现在什么手机好用啊",1
"两男人怎么交配","男人怎么交配",1
"男人都喜欢什么样的妻子","男人最喜欢欢什么样的妻子",1
"唱吧怎么发起合唱","唱吧怎样看自己发起过的合唱",0
"微信支付绑定银行卡安全吗？","微信支付绑定银行卡，安全吗？",1
"莲花和荷花有什么区别？","荷花莲花有什么区别",1
"稠密的反义词是什么","稠密反义词是什么",1
"求催眠类小说","求关于催眠的小说",1
"为什么手机下载了软件无法安装","为什么手机软件下载了无法安装",1
"看十全十美的生肖是什么动物","十全十美的动物是什么生肖",1
"求一本无限流小说","找一本无限流小说！",1
"爱你韩文怎么写","琳韩文怎么写",0
"怎样在圆上画正六边形","等边六边形怎么画",1
"男人和女人有啥区别？","坏女人和好女人有什么区别吗？",0
"至高无后面是什么","分后面是什么",0
"现在适合去哪里旅游？","现在适合去哪里旅游",1
"求离婚又复婚的小说","离婚后复婚的小说",1
"什么是手打旺旺","旺旺号是什么，",0
"为什么河南人这么喜欢偷井盖","河南人为什么喜欢偷井盖！",1
"中老年服装品牌有哪些~","中老年服装品牌有哪些K",1
"这是什么猫品种？","这什么品种的猫？",1
"女生动漫图片","要动漫女生图片",1
"接受是什么意思？","接受是什么意思",1
"我家的房子","我家房子还这样的",1
"请问如何去黑头收缩毛孔","如何去黑头收缩毛孔简单小方法",1
"请提供您的一个没有注册过支付宝账户的邮箱。","您先提供一个没有注册过支付宝账户的邮箱",1
"打飞机有啥好处啊？","大飞机有什么好处",0
"晃，三声，怎么组词？","是写组词和造句。",0
"请问您是充值的哪个号码呢？","请问您充值的哪个号码呢？",1
"三星手机刷机咋刷了","三星手机锁着了，怎么刷机",0
"作文《我爱什么》","我不什么作文",0
"沉着的反义词是什么","沉着的反义词是什么？",1
"手机小说软件哪个好","手机看小说的软件哪个好",1
"哪部电视剧啊","这个男的是哪部电视剧里的",1
"这幅图是哪个动漫的","这幅图是什么动漫的？",1
"有没有单机游戏的破解天天酷跑…下载地址？","天天酷跑有单机吗?没有心限制的",0
"这个韩国主播叫什么名字","求这个韩国主播的名字！",1
"我是不是脾肾阳虚啊","我是不是肾阳虚啊",1
"赛尔号的布鲁克克怎么捉？","赛尔号怎么打布鲁克克",0
"手机停机","手机发热",0
"求，斩赤红之瞳，的图片。","求一些斩赤红之瞳的图片…",1
"含有近义词的成语()衣()食","美丽的近义词()和反义词()",0
"简便运算小学数学","小学数学简便运算题",1
"怎样被星探发现","怎样能被星探发现？",1
"性格注定人的一生吗？","性格是否决定命运？",1
"怎样摸女人的下面？","咬女人的下面会怎么样",0
"呀呀呀呀呀是什么歌","呀呀呀呀是什么歌",1
"英雄联盟怎么加好友","英雄联盟隐藏分怎么加？",0
"哪里有手机游戏愤怒的小鸟完整版可以下载","愤怒的小鸟手机上哪里下载",1
"世界上什么动物长的最高。","世界上什么动物的智商最高",0
"小米充电宝怎么样","小米充电宝怎么样啊",1
"切夹什么偏旁可以组成一个字？","见可以加什么偏旁组成一个字",0
"为什么会打喷嚏？","为什么会腰痛？",0
"手机版我的世界怎么才能挖黄金","我的世界手机版黄金怎么挖",1
"脚底脱皮而且痒怎么回事","脚底脱皮痒是怎么回事",1
"节奏大师为什么玩不了了","为什么节奏大师玩不了",1
"皇帝成长计划后宫版","求皇帝成长计划无敌版",1
"身份证消磁了还能用吗","支付宝转账被骗还能找回来吗",0
"什么网页游戏好玩","有什么网页游戏好玩啊？",1
"电脑键盘失灵。","电脑键盘失灵了。",1
"雷霆战机怎么刷分","雷霆战机怎么刷分？",1
"推荐几个这样的电影！","给推荐几个好的电影呗",1
"百度贴吧怎么私信？","百度贴吧最近有什么新吧吗",0
"最昂贵的稿费是什么成语？","我国最南边的省份是()",0
"有哪些三国游戏好玩","三国哪个游戏最好玩",1
"这个图片上头发的颜色是什么？","这图片上头发是什么颜色？",1
"怎么提升支付宝的限额","怎么提升支付宝限额",1
"现在做什么生意好？","现在做啥生意好？",1
"广州的卫校哪个好","广州哪个卫校好？",1
"汪东城的老婆是谁是谁","汪东城的老婆是谁",1
"疯狂猜成语的答案是什么？","这是什么成语，《疯狂猜成语》",0
"这样您需要在手机端操作。","您现在手机验证频繁，需要等次日操作",0
"春光什么？","什么的春光？",0
"招财宝靠谱吗","谁帮我介绍靠谱的网上兼职？",0
"京东有假货吗？","京东有假货吗",1
"您可以使用一个新邮箱或者手机进行注册的","您好，辛苦您可以借用您的家人或者朋友的手机号之后更换一下您的之前手机号",0
"安徽三联学院，和安徽城市管理学院相比","安徽三联学院离安徽涉外经济职业学院多远",0
"哪里有免费电影多的网站","哪里有免费的电影网站",1
"天天酷跑怎么开挂","天天酷跑怎样送爱心，求各位亲}",0
"淘宝上买东西，退货怎么退","在淘宝上买东西如何退货",1
"关于东西的成语","带东西的成语有哪些",0
"怎么才能抢购到红米手机？","如何抢购红米手机",1
"什么牌子的啤酒最好喝？","啤酒什么牌子的好喝啊？",1
"潮男都穿什么裤子","腿粗穿什么裤子",0
"中国古代工艺美术的审美特征？","中国古代工艺美术对现代的影响",0
"怎样才能让手腿变白","怎样使头发变柔顺点",0
"高中物理的所有公式","高中所有物理学公式大全",1
"闭经吃什么药","少女闭经吃什么药",1
"去头屑用什么洗发水好！","去头屑用什么洗发水好？",1
"你那里今天下雨了吗","今天都哪里下雨了",0
"很抱歉，您的这个支付宝账户也是无法解绑的。","很抱歉给您带来不便了，快捷支付限额是由付款页面显示为准的，无法修改的",0
"湿疹图片，湿疹是什么样子","湿疹症状图片，湿疹是什么样子的",1
"尊敬地看是什么看的词语","专心地看是什么词语",0
"因为爱情有奇迹好看吗","以为爱情有奇迹好看吗",1
"微店怎么代理啊","微店怎么代理",1
"我的世界存档怎么下载？","下载我的世界存档",1
"第二季爸爸去哪儿什么时候放","爸爸去哪儿第二季什么时候有",1
"中长发怎么扎好看？","中长发怎样扎好看",1
"双包子头好看吗…怎么扎","怎么扎好看的包子头？",0
"好看的抗日电视剧","哪部抗日电视剧好看",1
"像这种图片是什么风格","求这种风格的图片。",1
"怎么用蓝牙耳机","蓝牙耳机怎么用？",1
"神经性头痛怎么治疗？","急神经性头痛怎么治疗，",0
"谢霆锋和张柏芝离婚了吗","张柏芝和谢霆锋会离婚吗",0
"有关荷花的古诗有哪些","关于荷花的简短诗句有哪些",1
"初一数学几何，谢谢啦","初一数学几何题，快进，急急急，谢谢",1
"申通怎么查询快递订单号","申通快递单号怎么查询",1
"空气能热水器怎么样，什么牌子好","空气能热水器什么牌子好",1
"女主海贼王穿越小说！","女主穿越到海贼王的小说",1
"艾尔之光登陆不了","艾尔之光怎么安装不了",0
"怎样快速赚钱","怎样快速赚钱啊？",1
"初二数学题（全等三角形）","初二数学题：三角形全等。",1
"请问正常精子是什么颜色的","正常的精子是什么颜色的啊",1
"什么牌子鱼缸好？","鱼缸什么牌子好",1
"酸奶机什么牌子好","什么牌子的酸奶机好用？",1
"头发少适合什么发型","头发又少又软适合烫什么发型？",1
"求类似全能奇才的小说，","求类似《全能奇才》的小说",1
"第二个字和第四个字是数字的四字词语","第二个字是然字的四字词语或成语",0
"麦芽糖哪里有卖","麦芽糖在哪里买",1
"易做升腾难琢磨是什么生肖","易做升腾难琢磨什么生肖",1
"一什么秋水","什么什么秋水",0
"哪里可以看完《谢文东》全集","谢文东电视剧在哪里能看全集",1
"唱吧怎么充值金币","怎样充值金币",0
"江苏大学医学院宿舍条件好吗？","江苏大学研究生宿舍可以开通上网端口吗？",0
"月亮从哪个方向升起","月亮从哪个方向升起?",1
"县城开什么店好啊","在县城开什么店好",1
"滴滴打车对司机怎么收费的","嘀嘀打车怎么投诉司机",0
"真人游戏，推荐个好玩的","推荐个好玩的真人游戏",1
"求：电视剧名称","求这个电视剧名称",1
"英国的首都在哪里","英国的首都是哪里？",1
"呈现的近义词是什么？","呈现的近义词是什么",1
"脸上很多肉肉怎么办？","脸上的肉很多怎么办",1
"狂后面放什么字好听啊？","什么字又好听又好看",0
"什么东西在晚上会长出尾巴呢","什么东西晚上才会长岀尾巴？",1
"刘诗诗杨幂唐嫣谁最漂亮？","刘诗诗唐嫣谁更漂亮？",1
"苹果手机的铃声","苹果手机是什么样的铃声",1
"哪里收购辣椒","哪里收购辣椒？",1
"我就是找不到男朋友是吧","我为什么找不到男朋友",0
"开彩票店赚钱吗","买彩票赚钱吗？",0
"身边的好人好事(图)","我身边的好人好事",1
"苹果手机怎么设置呼叫等待","vivo手机怎么设置不了呼叫等待",0
"先锋影音下载后怎么才能用","影音先锋下载怎么那么慢？",0
"茄子干怎么晒","如何做茄子干",1
"你不知道的事陈永馨伴奏","陈永馨你不知道的事伴奏",1
"移动手机卡刷砖","关于移动手机卡",0
"qq现在开着会员了，还能开通超级会员吗","开通了QQ会员，怎么改成超级会员？",0
"少儿频道动画片","少儿频道演的动画片、",1
"什么是性病","性病挂什么号",0
"外星人电影都有哪些","外星人电影有哪些",1
"小二这边给您的邮箱发送了重置登录密码的邮件，辛苦您操作一下的，麻烦您了。","麻烦您提供下邮箱，这里给您发送邮件修改支付宝账户的身份信息哦",0
"淘宝的东西可靠吗?","淘宝网的东西可靠吗?",1
"绿色环保画什么样","关于绿色环保的画",1
"画小丑怎么画","小丑怎么死的",0
"被别人好友克隆是什么","怎么才能不让别人克隆QQ好友",0
"我是歌手双年巅峰会邓紫棋唱什么歌了","我是歌手双年巅峰会邓紫棋唱什么",1
"郑大自考实践课一年能考几次","郑州大学自考法律本科论文报名条件",0
"诺贝尔奖是谁发明的?","1953年诺贝尔奖获得者是谁",1
"情人节送男朋友什么礼物好？","情人节送男朋友什么礼物啊",1
"大转盘怎么玩","怎么玩大转盘",1
"现在有什么流行歌曲好听？","现在什么流行歌曲好听",1
"吃西红柿有什么好处和坏处啊","经常吃西红柿炒有什么好处,和坏处",1
"加热会凝固的东西是什么","什么东西加热会凝固？",1
"什么牌子的挂烫机比较好","什么品牌挂烫机质量最好",0
"哈尔滨哪里能做亲子鉴定？","哈尔滨哪里可以做亲子鉴定？",1
"找一款老游戏","求一款游戏名",1
"请大家帮忙想一个口号","有个问题想请大家帮忙",0
"家用什么牌子的空气净化器好？","家用空气净化器什么牌子的要得",1
"是的，这边是支付宝的客服的，是不会泄露您的信息的，请您放心的哦。","花呗产品已经正式上线，面向的用户群体正在逐步扩大，请持续关注。谢谢支持",0
"男人为什么喜欢吃胸部","为什么男人都喜欢亲自己的胸部？",0
"逆战飓风之龙谁有","谁帮我刷逆战飓风之龙他呀",0
"西红柿炒鸡蛋怎么做最好吃？","韭菜炒鸡蛋怎么做最好吃？",0
"好听的歌曲推荐一下！","推荐些好听的歌曲呗！",1
"一个男生喜欢你。是怎么表现的？","一个男生喜欢你的表现",1
"这是什么跑分软件啊？","这是什么秒赞软件",0
"想找好看的电视剧。","给点好看的电影，您知道的，呵呵",0
"快钱登陆不上","快钱信用卡还款",1
"到韩国买什么化妆品","韩国化妆品什么的好",1
"如何推广我的网站","新网站如何推广",1
"张成泽怎样处死","张成泽如何被处死的",1
"有什么神话的电影","电视剧甄嬛传结局是什么",0
"关于梦幻西游的问题","梦幻西游的问题",1
"孔子，我的老师","孔子是什么样的老师",0
"玩联盟，你最喜欢用哪个英雄？","有谁是玩英雄联盟在战争学院的？",0
"笔记本电脑的声音时有时没有…","笔记本电脑没有声音",0
"如何变身奥特曼","怎么变身成奥特曼",1
"宇宙的外面又是什么？","宇宙外面有什么？",1
"男人的精液对女人有什么好处","男人的精液对女性有什么好处",1
"小时候有一部电视剧","小时候看的一部电视剧",1
"电动车能买什么保险","电动车可以买保险吗？",1
"如何用电脑录制视频","电脑怎么录制视频？",1
"这发型叫什么名字","这男的发型叫什么名字？",1
"猪头肉怎么做好吃？","熟猪头肉怎么炒才好吃啊",1
"小制作怎么做","怎么做小制作",1
"初中数学为什么那么难学？","初中高中数学难不难学?我数学初一水平",0
"薏米社怎么样啊","薏米仁怎么念？",0
"求一部电影。","求一部电影av",0
"武汉今天的天气怎么样？","武汉天气今天怎么了",1
"怎么定位找回苹果手机","怎么定位找回苹果4手机",1
"大笑江湖哪里下载","大笑江湖在哪里下载",1
"我的世界黄金要什么挖！","我的世界黄金怎么得",1
"为什么鸟儿会飞","为什么鸟儿会飞？",1
"找一本网游小说？","求一本网游小说啊！",1
"女人为什么喜欢亲男人阴茎","男人为什么喜欢女人亲他的弟弟",0
"绵羊肉和山羊肉哪个膻","绵羊肉山羊肉哪个好",0
"长痘痘可以敷面膜吗","长痘痘可以用面膜吗？",1
"冬天穿什么衣服好？","冬天穿什么衣服？",1
"计算机家教一小时多少钱？","妇联计算机培训多少钱",0
"我现在的具体位置？","我现在的具体位置",1
"什么东西人都不喜欢吃","我喜欢玩什么东西？",0
"这这张图片的亮点是什么","这张图片有什么亮点？",1
"英雄歌曲有哪些","有关英雄的歌曲",1
"手机丢失造成的资金损失会赔付的饿哦","如果失败资金做原路退回，汇款失败手续费退回，退票手续费不退",0
"帮看看狗的品种","大家帮我看看这只狗是什么品种",1
"鲸的名片怎么写？","名片要怎么写",0
"如何消除银行不良记录","银行的不良记录怎么消除",1
"是已经退款的吗","签约代扣协议是会自动扣款的",0
"通草下奶怎么用","通草怎么吃下奶",1
"江苏特产酒！","江苏特产有哪些",0
"男朋友出轨怎么办？","今年情人节又是自己过怎么办？",0
"怎样能让上嘴唇变薄？","怎么让嘴唇变薄",1
"寻找一部电影的名","想再寻找一部电影",0
"性感美女图片。","给一些性感美女的图片",1
"在吗。飞车登陆不了怎么办","微信怎么让别人加不了我",0
"狗的精子什么颜色","狗的精子是什么颜色的",1
"您的支付宝是邮箱注册还是手机号码注册的呢","您的支付宝是邮箱注册的呢还是手机号注册的呢",1
"《宠物店的男人们》","宠物店里的男人们",1
"这是什么东西啊","这是什么东西，在哪说",1
"求抓狂的青蛙表情","求那个抓狂青蛙表情包",1
"什么电脑比较好","买什么电脑比较好？",1
"栀子花叶子发黄","栀子花叶子边发黄",1
"人间中毒在哪里看","人间中毒去哪里看啊",1
"易信斗地主和欢乐斗地主哪个好玩！","斗地主和欢乐斗地主那个好玩？",0
"谁给推荐几首好歌","谁能推荐几首歌曲",1
"天津空港经济区中心大道属于哪个区","天津梅江会展中心属于哪个区",0
"英雄级武器怎么刷的","怎么刷英雄级武器",1
"郑州有好的汽修学校吗？","在郑州有没有，好一点的汽修学校啊。",1
"现在最好玩的手游是什么","现在什么手游最好玩？",1
"求大笑江湖电影","求电影大笑江湖",1
"王维被苏轼誉为什么","辛弃疾被誉为诗什么",0
"在电脑上怎么查手机短信内容","在电脑上怎么查手机短信内容？",1
"怎样把网速变快","怎样使网速变快",1
"什么时候可以查询毕业证编号？","什么时候可以查询高考分数？",0
"优酷怎么没广告了","如何去优酷广告",0
"郑成功为什么说是民族英雄啊？","说说你的兴趣爱好有哪些？",0
"坐飞机为什么不能开手机","为什么坐飞机不可以开手机",1
"爸爸去哪儿电影好看吗","爸爸去哪儿到底哪里好看！",0
"梦见衣服给人家穿是什么意思","梦见对方穿绿衣服是什么意思？",0
"请问是哪个银行的？银行卡的后四位是多少呢？","麻烦您确认下提现的银行卡末四位是否和您查询的收款银行卡的末四位一致呢",0
"教育现代化的核心是","教育现代化的核心",1
"怎么下载彩铃","彩铃怎么下载",1
"咸蛋超人是奥特曼么？","咸蛋超人就是奥特曼么",1
"初中数学为什么那么难学？","初中作业难吗？语文，数学，英语，那个难",0
"谁帮我设计一个图标","也帮我注册个魔方格吧",0
"情到深处人孤独","情到深处人孤独。",1
"猜成语论英雄","有关于英雄的成语",0
"女生怎么给男生写情书?","女生怎么给男生写情书啊",1
"搜狐影音怎么样","搜狐影音",0
"哪里是一个自讨苦吃的地方","一个可大可小的地方是那里",0
"天津市河东区初三数学教材与其他区一样吗？","2014年初三的李朝东的教材解析数学和物理怎么样",0
"情侣网名带自己的名字","情侣网名带自己名字",1
"我们能不这么矫情吗是什么意思","女的说她太矫情是什么意思？",0
"求不知火舞三部曲！","求不知火舞被虐三部曲",1
"双子座的女生花心吗？","双子座女生花心吗",1
"求这部动画片的名字","求这部动画片的名字!",1
"深圳的天气最近怎样","深圳最近天气如何",1
"酷我音乐盒问题","酷我音乐盒的问题",1
"邓紫棋的男朋友是谁？","邓紫棋的男朋友是谁呀。",1
"这个是什么品牌…金在中穿的}","抱被什么品牌",0
"看图猜成语，求答案。","看图猜成语！求答案。",1
"电炖锅哪种好","哪种电炖锅好",1
"现在学什么技术有前途，赚钱多","现在学什么技术赚钱最快",1
"给排水的这个图例是什么","这些给排水图例是什么？",1
"冬天的树像什么？","冬天开什么花？",0
"找一部小时候的动画片","求小时候看的一部动画片。",1
"什么水取之不尽，用之不竭？","什么水取之不尽，用之不竭",1
"淘宝账号冻结怎么办","支付宝转账银行卡被骗了",0
"有什么好看的机甲小说","有什么好看的小说要机甲的",1
"手机黑屏开不了机","电脑卡在这启动不了怎么办？",0
"鸽子雪纹身一般多少钱？","元宝鸽子一对多少钱？",0
"哪个网站上的衣服最好看，销量最好","哪个品牌的衣服最好看！",0
"男人喜欢听什么话","女朋友喜欢听什么话",0
"什么牌子的开关插座好啊","请问什么牌子的开关插座比较好~！",1
"买裤子的网站","什么网站卖正品鞋子",0
"广州到武汉的飞机票多少钱？","北京到广州高铁多少钱",0
"割双眼皮多久恢复？","割双眼皮多久恢复",1
"老鼠吃什么？","老鼠尿什么味",0
"跑跑卡丁车怎么看是不是外挂啊？","跑跑卡丁车，现在还有没有外挂？",0
"《珍珠鸟》阅读","《女人生孩子》成语",0
"江西人怎么样","江西人怎么样，",1
"吃海鲜时候不能吃什么菜？","吃海鲜时不能喝什么？",0
"这个截图是对方给您的是吗","这个是对方截图给你的吗",1
"洞房花烛是指什么生肖","洞房花烛是什么生肖",1
"少白头要怎么治疗","怎样治疗少白头",1
"手串是什么木头？","手串什么木头的？",1
"支付宝每日限额怎么修改","怎么修改支付宝每月限额",0
